t,domain_id,action,mean_V_dom,LOW_occ_dom,mismatch_dom,E_dom,domain_low_fraction_dom,controller_health
26.0,3,0,-45.08045924994909,0.0,0.0,0.951368076000813,0.0,1.0
27.0,0,0,-45.57520751484832,0.006760392165920366,0.0,0.9505880135161741,0.0,1.0
27.0,1,0,-46.886978383794585,0.00423567635999381,0.0,0.9515617647961829,0.0,0.0
27.0,2,0,-45.67245479294937,0.0,0.0,0.9515617647961829,0.0,1.0
27.0,3,0,-46.60664297791468,0.0,0.0,0.9515617647961829,0.0,1.0
28.0,0,0,-45.41126770214405,0.006749133292379361,0.0,0.950930870922764,0.0,1.0
28.0,1,0,-48.24663664986766,0.004228622191636804,0.0,0.9517184151629869,0.0,0.0
28.0,2,0,-47.170320562030554,0.0,0.0,0.9517184151629869,0.0,1.0
28.0,3,0,-47.16719351884237,0.0,0.0,0.9517184151629869,0.0,1.0
29.0,0,0,-46.6825122434483,0.006737893169560254,0.0,0.9512081649107884,0.0,1.0
29.0,1,0,-49.76435675247489,0.004221579771413266,0.0,0.9518451098299293,0.0,0.0
29.0,2,0,-47.720471608561674,0.0,0.0,0.9518451098299293,0.0,1.0
29.0,3,0,-48.02811545053148,0.0,0.0,0.9518451098299293,0.0,1.0
30.0,0,0,-47.11439540477162,0.006726671766235268,0.0,0.9514324329426778,0.0,1.0
30.0,1,0,-50.189981799872285,0.004214549079757654,0.0,0.9519475771203615,0.0,0.0
30.0,2,0,-49.103879566873275,0.0,0.0,0.9519475771203615,0.0,1.0
30.0,3,0,-48.98438398098981,0.0,0.0,0.9519475771203615,0.0,1.0
31.0,0,0,-48.55309307927178,0.006715469051228635,0.0,0.9516138149859229,0.0,1.0
31.0,1,0,-51.94584363952566,0.004207530097137009,0.0,0.9520304499504648,0.0,0.0
31.0,2,0,-49.5830183773339,0.0,0.0,0.9520304499504648,0.0,1.0
31.0,3,0,-50.00731290893194,0.0,0.0,0.9520304499504648,0.0,1.0
32.0,0,0,-49.32558400025563,0.0067042849934165075,0.0,0.9517605119776189,0.0,1.0
32.0,1,0,-52.17347489910374,0.004200522804050901,0.0,0.9520974753001191,0.0,0.0
32.0,2,0,-50.709742160883245,0.0,0.0,0.9520974753001191,0.0,1.0
32.0,3,0,-50.53337143890607,0.0,0.0,0.9520974753001191,0.0,1.0
33.0,0,0,-50.81180261382415,0.006693119561726873,0.0,0.9518791566184427,0.0,1.0
33.0,1,0,-52.501094132284095,0.004193527181031378,0.0,0.9521516836273921,0.0,0.0
33.0,2,0,-51.24624991874661,0.0,0.0,0.9521516836273921,0.0,1.0
33.0,3,0,-51.21716968795869,0.0,0.0,0.9521516836273921,0.0,1.0
34.0,0,0,-51.051160291950076,0.006681972725139467,0.0,0.9519751132609986,0.0,1.0
34.0,1,0,-51.91908011260748,0.004186543208642912,0.0,0.9521955258864909,0.0,0.0
34.0,2,0,-50.74158919709831,0.0,0.0,0.9521955258864909,0.0,1.0
34.0,3,0,-51.54102723809544,0.0,0.0,0.9521955258864909,0.0,1.0
35.0,0,0,-50.59706827728628,0.006670844452685684,0.0,0.9520527204515692,0.0,1.0
35.0,1,0,-51.604982484505946,0.00417957086748234,0.0,0.9522309843442514,0.0,0.0
35.0,2,0,-51.36832791682877,0.0,0.0,0.9522309843442514,0.0,1.0
35.0,3,0,-52.20222437343504,0.0,0.0,0.9522309843442514,0.0,1.0
36.0,0,0,-51.58660962343386,0.006659734713448498,0.0,0.9521154870914582,0.0,1.0
36.0,1,0,-52.201617475900356,0.004172610138178815,0.0,0.9522596622055801,0.0,0.0
36.0,2,0,-51.96356024117883,0.0,0.0,0.9522596622055801,0.0,1.0
36.0,3,0,-52.41350862633732,0.0,0.0,0.9522596622055801,0.0,1.0
37.0,0,0,-52.34222482294413,0.00664864347656237,0.0,0.9521662510870879,0.0,1.0
37.0,1,0,-53.47808049375701,0.00416566100139375,0.0,0.9522828561001347,0.0,0.0
37.0,2,0,-52.87600699174318,0.0,0.0,0.9522828561001347,0.0,1.0
37.0,3,0,-52.35002283737547,0.0,0.0,0.9522828561001347,0.0,1.0
38.0,0,0,-52.94149771396089,0.006637570711213165,0.0,0.9522073076619952,0.0,1.0
38.0,1,0,-54.0224043383932,0.004158723437820765,0.0,0.9523016147076356,0.0,0.0
38.0,2,0,-53.558310280832586,0.0,0.0,0.9523016147076356,0.0,1.0
38.0,3,0,-53.089041092867376,0.0,0.0,0.9523016147076356,0.0,1.0
39.0,0,0,-54.31595855772941,0.0066265163866380695,0.0,0.9522405131321756,0.0,1.0
39.0,1,0,-54.478345017317,0.004151797428185633,0.0,0.9523167861724592,0.0,0.0
39.0,2,0,-53.54128073916262,0.0,0.0,0.9523167861724592,0.0,1.0
39.0,3,0,-54.84824551809131,0.0,0.0,0.9523167861724592,0.0,1.0
40.0,0,1,-54.263601724478846,0.006615480472125499,0.0,0.9522673688368317,0.0,1.0
40.0,1,0,-56.13687032197231,0.004144882953246229,0.0,0.9523290564513109,0.0,0.0
40.0,2,1,-55.258164433094535,0.0,0.0,0.9523290564513109,0.0,1.0
40.0,3,1,-55.06688346311241,0.0,0.0,0.9523290564513109,0.0,1.0
41.0,0,1,-54.15994172778973,0.00660446293701502,0.0,0.9522890890193395,0.0,1.0
41.0,1,0,-55.58115826794612,0.004137979993792468,0.0,0.9523389803278018,0.0,0.0
41.0,2,1,-55.65310006015554,0.0,0.0,0.9523389803278018,0.0,1.0
41.0,3,1,-56.108192596573865,0.0,0.0,0.9523389803278018,0.0,1.0
42.0,0,1,-54.40814698265217,0.006593463750697259,0.0,0.9523066557275759,0.0,1.0
42.0,1,0,-56.464368225639575,0.004131088530646267,0.0,0.95234700649622,0.0,0.0
42.0,2,1,-54.89411778548143,0.0,0.0,0.95234700649622,0.0,1.0
42.0,3,1,-56.154737798870535,0.0,0.0,0.95234700649622,0.0,1.0
43.0,0,1,-54.52872843638207,0.00658248288261382,0.0,0.9523208632158486,0.0,1.0
43.0,1,0,-55.926883128948226,0.004124208544661475,0.0,0.9523534978486206,0.0,0.0
43.0,2,1,-55.908739239647254,0.0,0.0,0.9523534978486206,0.0,1.0
43.0,3,1,-55.429402876645824,0.0,0.0,0.9523534978486206,0.0,1.0
44.0,0,1,-55.274031299682605,0.006571520302257199,0.0,0.9523323538560017,0.0,1.0
44.0,1,0,-55.64254430979535,0.004117340016723828,0.0,0.9523587478824836,0.0,0.0
44.0,2,1,-56.3147582180545,0.0,0.0,0.9523587478824836,0.0,1.0
44.0,3,1,-55.65626899586306,0.0,0.0,0.9523587478824836,0.0,1.0
45.0,0,1,-55.27214647126547,0.006560575979170703,0.0,0.9523416471813662,0.0,1.0
45.0,1,0,-55.5820939940488,0.0041104829277509,0.0,0.9523629939707966,0.0,0.0
45.0,2,1,-57.24301636886471,0.0,0.0,0.9523629939707966,0.0,1.0
45.0,3,1,-55.61456027232742,0.0,0.0,0.9523629939707966,0.0,1.0
46.0,0,1,-55.81993656821117,0.006549649882948359,0.0,0.9523491633767371,0.0,1.0
46.0,1,0,-56.20943400247513,0.0041036372586920385,0.0,0.9523664280945435,0.0,0.0
46.0,2,1,-56.37858329098379,0.0,0.0,0.9523664280945435,0.0,1.0
46.0,3,1,-56.433953375070516,0.0,0.0,0.9523664280945435,0.0,1.0
47.0,0,1,-57.39803206654989,0.006538741983234833,0.0,0.9523552422764461,0.0,1.0
47.0,1,0,-56.00013243314892,0.004096802990528326,0.0,0.952369205522859,0.0,0.0
47.0,2,1,-56.24385210861283,0.0,0.0,0.952369205522859,0.0,1.0
47.0,3,1,-56.59269415580139,0.0,0.0,0.952369205522859,0.0,1.0
48.0,0,1,-57.96031681758487,0.006527852249725347,0.0,0.9523601587294982,0.0,1.0
48.0,1,0,-56.428445305864436,0.0040899801042725125,0.0,0.9523714518333053,0.0,0.0
48.0,2,1,-56.33340558302029,0.0,0.0,0.9523714518333053,0.0,1.0
48.0,3,1,-56.544172941321406,0.0,0.0,0.9523714518333053,0.0,1.0
49.0,0,1,-58.70023432513726,0.00651698065216559,0.0,0.9523641350264883,0.0,1.0
49.0,1,0,-57.137106918935125,0.004083168580968975,0.0,0.9523732685896885,0.0,0.0
49.0,2,1,-57.20751818034445,0.0,0.0,0.9523732685896885,0.0,1.0
49.0,3,1,-55.66843849568724,0.0,0.0,0.9523732685896885,0.0,1.0
50.0,0,1,-59.21247436375364,0.006506127160351641,0.0,0.9523673509501599,0.0,1.0
50.0,1,0,-57.88542826023614,0.004076368401693654,0.0,0.9523747379341249,0.0,0.0
50.0,2,1,-57.34442066543478,0.0,0.0,0.9523747379341249,0.0,1.0
50.0,3,1,-56.167110359139905,0.0,0.0,0.9523747379341249,0.0,1.0
51.0,0,1,-58.208472629636724,0.0064952917441298795,0.0,0.952369951904035,0.0,1.0
51.0,1,0,-57.08923914224806,0.004069579547554012,0.0,0.9523759263009813,0.0,0.0
51.0,2,1,-57.17599919662631,0.0,0.0,0.9523759263009813,0.0,1.0
51.0,3,1,-55.57765145030431,0.0,0.0,0.9523759263009813,0.0,1.0
52.0,0,1,-58.036714059589784,0.0064844743733969,0.0,0.9523720554866282,0.0,1.0
52.0,1,0,-57.0343008517443,0.004062801999688973,0.0,0.9523768874206148,0.0,0.0
52.0,2,1,-58.360054704691095,0.0,0.0,0.9523768874206148,0.0,1.0
52.0,3,1,-55.85540886668978,0.0,0.0,0.9523768874206148,0.0,1.0
53.0,0,1,-57.59188953459456,0.0064736750180994385,0.0,0.952373756808505,0.0,1.0
53.0,1,0,-56.55520263940517,0.0040560357392688704,0.0,0.9523776647487135,0.0,0.0
53.0,2,1,-57.49412562869651,0.0,0.0,0.9523776647487135,0.0,1.0
53.0,3,1,-55.61219523159513,0.0,0.0,0.9523776647487135,0.0,1.0
54.0,0,1,-57.90115096807422,0.006462893648234276,0.0,0.9523751327925705,0.0,1.0
54.0,1,0,-56.472437833102504,0.0040492807474954,0.0,0.9523782934310884,0.0,0.0
54.0,2,1,-57.37177118546855,0.0,0.0,0.9523782934310884,0.0,1.0
54.0,3,1,-56.627619659332616,0.0,0.0,0.9523782934310884,0.0,1.0
55.0,0,1,-57.3299330116957,0.006452130233848164,0.0,0.952376245652032,0.0,1.0
55.0,1,0,-56.84223484764716,0.004042537005601566,0.0,0.9523788018927389,0.0,0.0
55.0,2,1,-57.03805518828289,0.0,0.0,0.9523788018927389,0.0,1.0
55.0,3,1,-56.181020042535835,0.0,0.0,0.9523788018927389,0.0,1.0
56.0,0,1,-57.1119780070902,0.0064413847450377395,0.0,0.9523771457032848,0.0,1.0
56.0,1,0,-56.76995140151514,0.004035804494851622,0.0,0.9523792131230527,0.0,0.0
56.0,2,1,-57.24582598307292,0.0,0.0,0.9523792131230527,0.0,1.0
56.0,3,1,-56.22609514556323,0.0,0.0,0.9523792131230527,0.0,1.0
57.0,0,1,-57.79605777275847,0.0064306571519494385,0.0,0.9523778736408953,0.0,1.0
57.0,1,0,-57.56575094454467,0.004029083196541029,0.0,0.9523795457152366,0.0,0.0
57.0,2,1,-56.91941434002004,0.0,0.0,0.9523795457152366,0.0,1.0
57.0,3,1,-56.9129403159071,0.0,0.0,0.9523795457152366,0.0,1.0
58.0,0,1,-57.93684170866799,0.006419947424779419,0.0,0.9523784623775512,0.0,1.0
58.0,1,0,-57.47189534731628,0.004022373091996398,0.0,0.9523798147069844,0.0,0.0
58.0,2,1,-57.59106724351481,0.0,0.0,0.9523798147069844,0.0,1.0
58.0,3,1,-56.01656317451599,0.0,0.0,0.9523798147069844,0.0,1.0
59.0,0,1,-58.36611020608662,0.006409255533773472,0.0,0.9523789385321628,0.0,1.0
59.0,1,0,-57.254193391854066,0.004015674162575436,0.0,0.9523800322603846,0.0,0.0
59.0,2,1,-57.17904317653159,0.0,0.0,0.9523800322603846,0.0,1.0
59.0,3,1,-55.89308796046213,0.0,0.0,0.9523800322603846,0.0,1.0
60.0,0,1,-58.10020248165245,0.006398581449226941,0.0,0.9523793236333989,0.0,1.0
60.0,1,0,-56.690708641003305,0.004008986389666901,0.0,0.9523802082118111,0.0,0.0
60.0,2,1,-56.02352882712362,0.0,0.0,0.9523802082118111,0.0,1.0
60.0,3,1,-55.766453203665584,0.0,0.0,0.9523802082118111,0.0,1.0
61.0,0,1,-58.254537329657566,0.0063879251414846435,0.0,0.9523796350930773,0.0,1.0
61.0,1,0,-58.37140833403127,0.004002309754690545,0.0,0.9523803505166641,0.0,0.0
61.0,2,1,-55.70727771612613,0.0,0.0,0.9523803505166641,0.0,1.0
61.0,3,1,-56.6866818653429,0.0,0.0,0.9523803505166641,0.0,1.0
62.0,0,1,-58.442245233990135,0.006377286580940786,0.0,0.9523798869934147,0.0,1.0
62.0,1,0,-58.895482671561496,0.0039956442390970655,0.0,0.9523804656090599,0.0,0.0
62.0,2,1,-55.7542600528864,0.0,0.0,0.9523804656090599,0.0,1.0
62.0,3,1,-55.76431965006596,0.0,0.0,0.9523804656090599,0.0,1.0
63.0,0,1,-59.184069883955004,0.006366665738038874,0.0,0.9523800907237344,0.0,1.0
63.0,1,0,-58.30217343306363,0.003988989824368048,0.0,0.9523805586927405,0.0,0.0
63.0,2,1,-56.71521305918604,0.0,0.0,0.9523805586927405,0.0,1.0
63.0,3,1,-55.877751762265326,0.0,0.0,0.9523805586927405,0.0,1.0
64.0,0,1,-58.708457619759336,0.0063560625832716445,0.0,0.9523802554954202,0.0,1.0
64.0,1,0,-58.46060531338399,0.003982346492015923,0.0,0.9523806339763553,0.0,0.0
64.0,2,1,-57.36988117882463,0.0,0.0,0.9523806339763553,0.0,1.0
64.0,3,1,-56.26157916079848,0.0,0.0,0.9523806339763553,0.0,1.0
65.0,0,1,-58.32574053774841,0.006345477087180973,0.0,0.9523803887583948,0.0,1.0
65.0,1,0,-58.35524076057732,0.00397571422358391,0.0,0.952380694863749,0.0,0.0
65.0,2,1,-57.87682084947323,0.0,0.0,0.952380694863749,0.0,1.0
65.0,3,1,-56.37756582264331,0.0,0.0,0.952380694863749,0.0,1.0
66.0,0,1,-58.459994745191324,0.006334909220357794,0.0,0.9523804965379584,0.0,1.0
66.0,1,0,-57.96629546625016,0.003969093000645965,0.0,0.95238074410786,0.0,0.0
66.0,2,1,-57.890234621832384,0.0,0.0,0.95238074410786,0.0,1.0
66.0,3,1,-56.17392193755117,0.0,0.0,0.95238074410786,0.0,1.0
67.0,0,1,-58.501784470965994,0.006324358953442023,0.0,0.9523805837072145,0.0,1.0
67.0,1,0,-57.64219894097652,0.0039624828048067315,0.0,0.9523807839351925,0.0,0.0
67.0,2,1,-58.53390793678854,0.0,0.0,0.9523807839351925,0.0,1.0
67.0,3,1,-57.071235762723006,0.0,0.0,0.9523807839351925,0.0,1.0
68.0,0,1,-59.29465793055891,0.0063138262571224716,0.0,0.9523806542073995,0.0,1.0
68.0,1,0,-58.240166531071615,0.003955883617701489,0.0,0.9523808161464841,0.0,0.0
68.0,2,1,-60.22939995741557,0.0,0.0,0.9523808161464841,0.0,1.0
68.0,3,1,-56.95348483530187,0.0,0.0,0.9523808161464841,0.0,1.0
69.0,0,1,-60.029058567020726,0.006303311102136764,0.0,0.9523807112260814,0.0,1.0
69.0,1,0,-59.3643034354148,0.0039492954209961045,0.0,0.9523808421981232,0.0,0.0
69.0,2,1,-59.379644121031326,0.0,0.0,0.9523808421981232,0.0,1.0
69.0,3,1,-57.47294685470712,0.0,0.0,0.9523808421981232,0.0,1.0
70.0,0,1,-59.846602779566666,0.006292813459271264,0.0,0.952380757341281,0.0,1.0
70.0,1,0,-59.13773832946575,0.003942718196386974,0.0,0.9523808632679993,0.0,0.0
70.0,2,1,-59.502993853977806,0.0,0.0,0.9523808632679993,0.0,1.0
70.0,3,1,-57.28377545393236,0.0,0.0,0.9523808632679993,0.0,1.0
71.0,0,1,-59.42694440178292,0.006282333299360982,0.0,0.9523807946380329,0.0,1.0
71.0,1,0,-59.08159682019278,0.003936151925600981,0.0,0.9523808803087565,0.0,0.0
71.0,2,1,-59.56618156070565,0.0,0.0,0.9523808803087565,0.0,1.0
71.0,3,1,-58.3285603010809,0.0,0.0,0.9523808803087565,0.0,1.0
72.0,0,1,-59.26132464529482,0.006271870593289506,0.0,0.9523808248026577,0.0,1.0
72.0,1,0,-59.5959552775607,0.0039295965903954405,0.0,0.9523808940908693,0.0,0.0
72.0,2,1,-58.85980345673208,0.0,0.0,0.9523808940908693,0.0,1.0
72.0,3,1,-58.67938611930732,0.0,0.0,0.9523808940908693,0.0,1.0
73.0,0,1,-59.29283183549073,0.00626142531198891,0.0,0.9523808491990071,0.0,1.0
73.0,1,0,-59.58808360064576,0.0039230521725580475,0.0,0.9523809052374773,0.0,0.0
73.0,2,1,-58.06018212343123,0.0,0.0,0.9523809052374773,0.0,1.0
73.0,3,1,-59.318728847065785,0.0,0.0,0.9523809052374773,0.0,1.0
74.0,0,1,-58.98141356970681,0.006250997426439681,0.0,0.9523808689301285,0.0,1.0
74.0,1,0,-59.57790317821076,0.0039165186539068305,0.0,0.9523809142525584,0.0,0.0
74.0,2,1,-57.78110150321711,0.0,0.0,0.9523809142525584,0.0,1.0
74.0,3,1,-58.392716524427115,0.0,0.0,0.9523809142525584,0.0,1.0
75.0,0,1,-59.214890497440436,0.006240586907670634,0.0,0.9523808848881365,0.0,1.0
75.0,1,0,-58.49430286063836,0.003909996016290094,0.0,0.9523809215437177,0.0,0.0
75.0,2,1,-58.280774571208156,0.0,0.0,0.9523809215437177,0.0,1.0
75.0,3,1,-59.10460895515859,0.0,0.0,0.9523809215437177,0.0,1.0
76.0,0,1,-58.68166492077649,0.006230193726758838,0.0,0.9523808977945508,0.0,1.0
76.0,1,0,-56.77357153430658,0.003903484241586378,0.0,0.9523809274406139,0.0,0.0
76.0,2,1,-57.29432963242347,0.0,0.0,0.9523809274406139,0.0,1.0
76.0,3,1,-58.50108235056888,0.0,0.0,0.9523809274406139,0.0,1.0
77.0,0,1,-58.636095530412405,0.006219817854829522,0.0,0.9523809082329169,0.0,1.0
77.0,1,0,-56.77955999271758,0.0038969833117044,0.0,0.9523809322098671,0.0,0.0
77.0,2,1,-56.82507783732947,0.0,0.0,0.9523809322098671,0.0,1.0
77.0,3,1,-58.028288020326315,0.0,0.0,0.9523809322098671,0.0,1.0
